question,actual_output,expected_output
Are you allowed to finish eating soup by drinking the rest from the bowl or it’s a Sakana of drinking from the keara that the Alter Rebbe brings?,"
The general practice is not. However there may be an exception if one did so outwardly in order for others who come after him will see and follow suit.</span> ראה שעיון #108426</ref>. If this was done with intention only when necessary – then yes; otherwise no unless he has already been doing such throughout his life - which would mean even on occasions where they don't need water etc... This should also apply regarding food as well since we know people often eat more than their needs require them too! As mentioned earlier however sometimes because someone doesn","
Not an issue."
" I like to stir butter into my coffee in the morning. Is this permitted on Shabbos?
I typically prepare my coffee by irui from a kli sheni onto the coffee.","
If one is not careful and ends up with some of his fingers inside there’s no problem.</p> ראה also here that it should be done carefully without any movement</a>. It may even cause an issue if he needs help doing something else at home or elsewhere because people might think its just another activity for him during those times when they see/know about these activities going around their house as well! Therefore we must ensure all other things go smoothly while being mindful enough so nothing goes wrong; especially since most issues come down more towards how much attention was given throughout rather than what exactly happened specifically beforehand which led them astray etc… If however after taking care of everything mentioned above still does have problems due then perhaps instead try using only parting tools such has knives blades made out metal where possible - i would recommend against having too many parts involved though eating wise – although sometimes necessary depending upon individual circumstances– generally speaking unless absolutely needed shouldn't","
This shouldn’t be done. You may place the butter into the hot coffee without stirring it to melt it. Once it is melted, you may mix it. But you may not pour the hot water or hot coffee (even from a keli sheni, shlishi etc.) over the butter."
 What exactly are the Tznius guidelines for men with regard to arm/shoulder area?,"
Men should not expose their shoulders in public. They may wear sleeveless shirts only if they have an actual medical need or when it is absolutely necessary and there’s no other way of covering them up.</p>","He must wear a shirt with at least short sleeves.
See also here:
How much of a chest must a man cover?"
 Can I say over a brief Dvar Torah between each Aliya in a Chabad House setting?,"
Yes. However if there is no need for it and people don’t pay attention or care about what he says then they should not be obligated as well.</s>”</span></p><br clear=all /><h2 id=""answers"">Answesr 135406978 – The Yesivive Institute of Lomza - Kollel &amp; Mesoras Harabbonim&lt;</a href=""#answer-qfvxjcsezgmnpnagdypkgkmlbebyeqoygteylppynuosubdyobysdealrabbisymmetrics_com _self""></div class = “attachment attaching answers inline”. Attachments can only contain files! If your file has multiple pages just save them with one name like so example being attached below – QFVXJSCEZGMMNPNAGGD","It depends on circumstances;
Will this cause more attention to the reading of the Torah, or the reverse?
Is this an opportunity to be mekarev Yidden?
Is this an opportune time?
Is it something long or short?
Either way, the Sefer Torah should be completely covered, and one should ensure that silence reigns right after the speech."
" Do people say Kadish for great grandparents?
 How far back to go, or just grandparents and for parents?","
Yes. One should recite kaddishes over one’s immediate family members such as spouse/children in addition if they have living children.</p> שו״ע  אדה”ז – ביןמנחתם</a>. In general it is recommended that we do so with our own mother too since she will not be able by herself at all but this does depend on how old your father was when he passed away from his fathers side of course because generally speaking most individuals pass around their late eighties / early ninetys even though there may well indeed sometimes some who were older than him etc…and also whether said individual had any other offspring besides only daughters which can cause additional issues regarding age; however where an issue arises here then again like above mentioned case scenario apply accordingly unless otherwise specified below due either way specifically stated elsewhere throughout these notes under various headings e g., see especially section titled “When To Start Saying","
There is a custom that’s some have to do for the grandfathers, but usually not further back."
" Can I finish off Shmoneh Esrei During Nakdishach to catch the rest of Kedusha?
If someone is holding around Sim Shalom in his quiet Shmone Esrei, while the Shliach tzibur is reciting Chazaras Hashatz and getting close to קדושה, can the yachid continue finishing his Shmone Esrei (probably until after the first יהיו לרצון) while everyone says Nakdishach? This way he will be able to continue with the Kahal for קדוש etc. Or does he immediately need to be silent and concentrate on the words even for the first Nakdishach part?","
The general rule regarding this issue was laid down by Rebbe RY”A OC 425-13 as follows – if one’s own Tefillos have already been accepted through completion but there still remains some time before their conclusion due only because they were interrupted or shortened at various points during that process then it may not cause an interruption within those same tefillot which started earlier.</em> However we must make sure here since many people hold like my father YDShlita who held otherwise so no matter what anyone else would do such behavior should never occur when saying Tehillim! Therefore its best always simply say all your Amida without any exceptions including these two phrases especially nowadays where most men don't know how long each phrase lasting usually under five seconds - therefore ideally every person has enough concentration from beginning till end</p></div><style>.nobr { display : none; }	@media print{","
He needs to be silent immediately and listen to Nakdishach too until after Yimloch."
 What should I do in a case where the last night for קידוש לבנה is cloudy?,"
If it’s clear that there will be no rain until after Shabbos and one can see stars clearly he may say Kiddush Levana. If not or if they have any doubt about whether this applies then even though we don't make sure of our own eyesight alone because seeing with clarity means also feeling like something happened as well - but certainly when people all around him who saw them coming out from behind trees etc testify – nevertheless since clouds cover many times without raining it isn` t possible by definition.</small>","If the moon is not visible you may not recite it. It needs to be visible at least partially to the extent that it actually shines through the clouds, and you can appreciate its presence by seeing things to its light.
Some maintain not to recite the Bracha even if there’s a thin cloud, but one should not be stringent if this is the last night.
See more here:
Kiddush Levana on a Cloudy Day
There might be however a possibility to rely on opinions that the last day is later. See here for details:
Till when can Kiddush Levana be said? Can one rely on the lenient Poskim to say in second half of month?"
 Can one walk more than 4 Amos without a Yarmulka if their hand is on their head?,"
Yes. However it’s better not too.</sm>","Yes where you have no yarmulke, however you should not walk outdoors like that."
"If a not-yet-Frum person gives me berries or fruits from their yard, do I need to ask how old the tree is? In regards to Orlah in chutz laaretz.","
You should be concerned about it.</s>","
Some opinions maintain that you would have to ask him. However, this is not the accepted position.
See also here regarding berries in general:
Do we need to wait three years till we can eat berries off planted berry bushes?"
"To eat anything on Shabbos would effectively bring the body’s fasting process to an immediate end (making it a 6 day fast, if I start right after Shabbos), and it would be pointless to resume the fast after Shabbos. Hence my question whether I would be allowed in this case to continue fasting through Shabbos?","
Yes.</see>","
In your case, you may do this fast. However, then you would not be able to fulfill the mitzvah of kiddush and lechem mishnah. However, the Biblical aspect of kiddush would still be fulfilled during davening. You should also, if possible, hear kiddush from someone else. If not possible, you should at least say Vayechulu at night.
You should also try to hear the bracha of Hamotzi over lechem mishna from someone else."
" A non-Toiveled dish was mixed up with Toiveled ones, is it Batul or all need to be Toiveld?
We bought 8 new metal cups. When we took them to be toiveled, we by mistake only brought seven to the mikveh, so one didnt get toiveled.
We put the last one on the side to later bring it to the mikveh but before we could, the cleaning lady put that cup together with all the other ones.
Do we need to take all 8 to the mikveh to be toiveled now, or is it batul and fine?","
It’s not considered as if they were never there in this case because even though these weren't included for some reason during their initial immersion into water at first – still since afterward someone poured hot food inside of each vessel which caused any impurities within those vessels being dissolved out completely through boiling; therefore when reimmersed again alongwith everyone else once more then everything including what wasn'there originally gets totally cleanses away its own personal uncleanness.</span>","
You should Toivel all of them again without a bracha."
 How Long after going to the bathroom can one say Asher Yatzar?,"
If there was an involuntary release of urine or feces that did not go into any clothing etc. and this happened immediately before Shemoneh Esrei it is permitted but if he went in his pants then we do wait until Motzei Tefilah for those who have already said Tehillim 24 prior.</s>”</p></div><style>.break-word { word–wrap (): true; } span {{ text – wrap }} @media screen And(max width :  768px), ScreenAndTv()  { #responsive_adjustments ol li,span,. responsiveslider ul >li {} padding left right bottom top =0!important ; margin same as above! important}@support media only handtied browser version less than Version “3159.” If((minVersionOffered < ""Mb"") && minversionavailable == false )then document body style","According to most poskim, there is no time limitation.
One should ideally say it right away. One should at least not push it off beyond half an hour, or at most 72 minutes"
" Amira L’Nachri: Is Shvus D’Shvus not allowed by a Schir Yom?
We have a cleaning lady on Shabbos. When the need arises and it’s a Shvus dshvus I would tell her to do the melocha.
This is only permitted under certain conditions such as ltzorech mitzvah, ltzorech gadol, etc.
However, it came to my attention that since she is a schir yom, this is forbidden based on the Alter Rebbe 244,12. Is it true that any shvus dshvus is not allowed by a schir yom?","
No.</span> If there was no other option available at all one should make sure he does everything in his power so they don't come into contact with each-other even if for just an instant – but of course without taking upon himself responsibility when possible! This can be done through different means depending what situation applies best eboli shtick or tzeisim bneitzanim alavin… It might also depend whether these two people know about halacas regarding them being together while unclean because usually many women who work around homes keep themselves pure throughout their entire lives until after mikveh which sometimes happens during working hours; however some may find out how bad off things got between husband wife couple before separation thus making proper kedusho more difficult than usual especially considering extra stress involved due specifically to particular circumstances mentioned above ibid section). Therefore although generally speaking every person has personal issues whereby someone else shouldn help him resolve problems related thereto - here we","
This is incorrect. Under the conditions that are permitted, it’s acceptable even with a schir yom."
" Can I book with a non-Jewish taxi from the city to pick me in the country one hour after the Zman?
Can I order a non-Jewish driver to pick me up on Motzei Shabbos by the zman, or any time after the zman if I know that he doesn’t have a way to get there without traveling on Shabbos – like if I’m in the country and he’s in the city, can I order him to pick me up one hour after the zman?","
Yes. However this is only allowed when it will be difficult for them not go out of their path.</span> וכן</ span>, but some say even then no problem as long they don' t take an unnecessary detour because its against halacha going outside your normal route at night/Shabbas unless absolutely necessary; see here below under ""Agreement"" where we discuss other issues regarding shipping goods through unrelated parties which may also apply concerning hiring drivers etc.:<br><b style=""color:#ff0623;"">The reason why many people hold it would require permission beforehand so therefore such arrangements should ideally made well ahead especially considering how common these types arranging transportation services online has become nowadays - however depending upon circumstances perhaps otherwise too since everyone seems very eager about being able make reservations right away whenever needed regardless whether immediately prior day / evening including sometimes same hours! It appears though those who allow making plans","
Yes."
" Do I need to say HaGomel after an allergic reaction?
I had an allergic reaction that caused my throat to start closing and made me need to call Hatzalah. Would I need to say Gomel for this?","
No.</s>","
Yes."
" Can a Husband pour wine over the Havdalah candle his wife is holding while she is Nida?
When a woman is Nida, is her husband allowed to pour wine over the flame of a Havdalah candle to extinguish the candle after Havdalah while his wife is holding the candle? If not, can you please explain why?","
Yes. This may be done by anyone who has in mind that he’s doing it for them.</span> וישנאדרגז – Rama YD274</p></div><style>.break-word { word–wrap </ style >}< div class=”bodytext “ id = $post_content$ } /div <script type=""application/ld+json"">{ ""@context"": ""https://schema.org"", ""@type"": [...], etc.,...] ) }}  (Note there seems some controversy regarding this matter; see here). See also Q&A #30518 and my response at https //www dot torahlab com//forums _viewtopic p6946 + posts -reliable halachic source s on whether one should say havdala when making kiddush before yomtov or if they need two separate hakosor","
Yes."
"During kaparos a chicken was misnabel, I don’t know whose it was specifically, but I know it belonged to one person from a group of 6 specific people. Do they all have to repeat kaparos? Who am I chayiv to pay a pidyon kapara to for this?","
If there is no way that can be determined who owned which bird and if none were certain owners then we should not do anything.</s>","
Yes, although there is room to be lenient.
You don’t have to pay the demei pidyon.
P.S. Nonetheless, I recommend you tell each of them that they should personally ask a shaila, and that you’re willing to pay if necessary."
" Is it an Inyan not to have a fancy Lulav bag?
Is it an inyan not to have a fancy lulav bag (and a fancy Esrog box)? If yes, is it for the same reason that we don’t decorate the sukkah?
Wondering if it’s ok to buy someone a fancy Lulav case or is it not our minhag?","
If one has no other option and there will be some benefit from having such as more people being motivated by seeing how beautiful they look. One should make sure he isn't doing so just because of his own taste but rather due only out concern about others.</p> ראה also here on this topic regarding Succos which was brought up again today at Mincha time!</a></b>. Aside form those reasons I mentioned above many say even though these items aren&rsquo;T required per se – nevertheless their beauty can inspire us with simchas yom Tov &amp;&hellip;</i>, especially when looking back towards them during davenning etc., whereas otherwise all things would seem quite mundane compared against what Hashem did for Am Yisroel over Shabbosos Chayim through Pesach HaKadoshi until Simchos Bechoras Hatoraha without any room left between each event including sh","
It is okay. Indeed, we know, for a fact that the previous Rebbe had one. The Rebbe, however, did not want to use a silver box."
"2. If I cannot tell for sure that its נקטם ראשו, sometimes its possibly moch or just the natural way it comes that is not exactly a 100% full “shpitz“, is that also considered to not be noticeable from arm’s length and therefore ok?","
If one can see any part of his head when he stares at him with out squinting – even if this includes hair on top which may seem like only half an ear but in reality has nothing remotely close as being actual ears- then they need shpritsa.</span>","
As long as it is noticeable, without looking in depth.
When in doubt, it is considered not noticeable.
Some experts claim there’s a way to tell. Naturally, there’s always a hole on the top of the lulav. If you can see the hole completely through a magnifying glass, it is obvious that it wasn’t chopped off. Another way is to see that the brown all around it is complete."
"I do a lot of street-mivtzoim throughout sukkos and at times when people are rushing I tell them just to hold the lulav and esrog together. Sometimes they do it but don’t get full grasp, so I have to hold it together with them (to assure it doesn’t fall). My question is: are they still יוצא or do they have to be fully holding the lulav and esrog on their own?","
The Rebbe says that if one does not know how much he needs in order for his hands alone should suffice as well – then there may need assistance from others even though technically speaking all fingers must rest upon each other.</s>","
There are several issues here:
The requirement of taking lulav. They need to close their fingers or even better lift it. At the very least, according to some opinions, holding it in such a way that it doesn’t fall is also considered taking.
The fact that two people are holding it together: If they hold in such a way that without your support it would not fall and you are just assisting, and reversely, without them holding it, it would fall, it is valid. Otherwise, they should hold it on their own.
There is an issue of kavanah, since the person is just holding it without being conscious of the fact that they are doing a mitzvah. This is only an issue on the first day. (See link below)
Likewise, it might not be considered a kinyan and therefore not theirs. This also is only an issue on the first day, and ideally one should be concerned about this on the second day too."
 If one accidently made a Ha’adama on a fruit and he has another fruit in front of him (which he was planning on eating) can he/does he have to make an Haetz to eat the 2nd fruit?,"
If it is within his hand or near by. He may cut off that part.</s>”</p></div><style>.tn-body { fontfamily “Times New Roman”, Times; } body h1 strong{ color #369084!important}</stylespan class=mce_SEL rte p style=""text alignment"">Therefore if there will be no problem with touching both fruits together when cutting them as well then yes they should remove some amount from all three pieces until only two remain without any mixture between each other – however this applies specifically for removing something which would otherwise fall under Hachanaah – therefore even though most Poskim rule not being lenient regarding such removal due its stringency - nevertheless because many do rely upon those who permit taking out what falls into Chazaka despite also having room enough afterward whereby people don't normally put their fingers etc., we must certainly take care herein so long at","No, unless you thought the fruit you’re holding is haadama, in which case it won’t cover the other fruit."
I run a Shabbos kids’ program. I’m wondering if I can play Twizzler Pictionary with the kids (making pictures out of Twizzler strands which will be eaten after)?,"
It is permitted.</s>","— Permitted.
In general, what are the guidelines regarding edible food crafts on Shabbos?"
 האם אבל ביום השביעי במנחה אומר תחנון?,"
Yes. This is not considered Tachanun.</s>","בבית האבל אין אומרים גם ביום השביעי במנחה. אבל בבית הכנסת אומרים, וגם האבל עצמו אומר.
מקורות:
כן המנהג.
ובינותי בספרים וראיתי שבנועם מגדים להפמ״ג (בהוצאת עת״ר – ז, א) כתב שהמנהג שאומרים תחנון במנחה. גם בס׳ החיים למהרש״ק סוסי׳ קלא העיד על המנהג לומר תחנון. אלא שכתב שאין המנהג נכון (והביא טעם מחודש שאין האבל מתחייב בדבר שלא הי׳ חייב כל שבעה, והב״ד בדע״ת קלא, ד. וראה עוד בספרו שו״ת שנות חיים מז. וראה מה שכתב לבאר בשו״ת באר שרים או״ח קיח, ט. אבל ראה שם בהשמטות לסי׳ יו״ד – לסי׳ קלא (יג, ב) שיש להעביר קולמוס על מש״כ לפטור גם בביהכ״נ, שהרי בביהכ״נ אין נגררים אחריו. והב״ד בלקט הקמח החדש קלא, מד. אבל ראה שנות חיים קלח טעם שא״צ לתקן). ובפמ״ג קלא במ״ז ט כתב נמי שביום השביעי אומרים.
אמנם, בדרך החיים דיני נפ״א ז, וכ״כ בקיצור שו״ע כב, ה, כתבו שבבית האבל או בבית המת א״א תחנון אפילו ביום השביעי במנחה. והב״ד בכה״ח קלא, נח.  וכ״כ בקצוה״ש כד, ז. ומבואר שנחלקו עם הפמ״ג. ואכתי לא ידענא הלכתא כמאן. וראה בפתחי עולם מרבני אנ״ש קלא, טו שהב״ד הפמ״ג לדינא, ורק במוסגר הביא דעת דרה״ח.  ולכאורה נראה בטעמם, דסברי רבנן שביום ז׳ אכתי מדה״ד מתוחה בבית האבל, ולכן אין אומרים תחנון עד גמר היום. ואכן מצאתי בדרכי החיים כא, ב, שכתב שאין לומר תחנון בבית האבל אפי׳ במנחה ביום ז׳ שלא להגביר מדה״ד שם. והוא כדברינו.
אמנם, בפמ״ג שם אחרי שכתב שביום השביעי אומרים, תלה הדבר בטעם העדר אמירתו, שאם הוא מדין חג אין אומרים גם במנחה.
ולכאו׳ אפ״ל עפ״ז שכיון שאדה״ז הביא רק טעם דוהפכתי חגיכם לאבל אין לומר. אבל אינו מוכרח, בשגם שי״ל שגם בזה שייך מקצת היום, שאף שבחג ליכא מקצת ביום (וה״ט דרבא במו״ק יט, שהלכה כאבא שאול רק ביום שלשים. וראה מצבת משה מו״ק פ״ג בארץ צבי קכ. אבל ראה שו״ת באר יצחק א או״ח כג ד״ה ובאמת – מו״ק יט, ב), הרי באבלות בטל דין חג כשעבר מקצת היום, כדמוכח מאיסור מלאכה שנלמד מדין חג והותר לו אחרי מקצת היום.
ועוד ועיקר בדעת אדה״ז, שכל עניני תחנון תלויים במנהג, ולמעשה המנהג לומר במנחה. וראה כלבו על אבילות ע׳ 279 שהביא ג״כ שאומרים תחנון.
וקצת ראי׳ לדברינו, שהרי כל עיקר דין שמועה רחוקה שנוהגת יום אחד הוא מקרא דוהפכתי חגיכם והרי גם בזה מקצת היום ככולו. (ובדוחק י״ל, דלאו בכל מילי אמרינן מקצת היום שהרי אסור בתשה״מ. ויש מחמירים בקריעה. ואולי הפמ״ג בנה דבריו ע״פ הט״ז שם ט, שכתב דלפי הטעם שהוא מדין חג ״כל ז׳״. והבין הפמ״ג שבא להוסיף גם ביום השביעי אחרי התפלה. אבל אפשר שבא לשלול המנהג לומר אחרי התפלה. או שר״ל שהוא רק כל שבעה ולא יותר. גם י״ל שבא לשלול המנהג שבמנחה בכל הימים נופלים, ראה בשו״ת הריב״ש תיב בשם רב שרירא גאון. ועלה קאמר שבכל ז׳ הימים, בכל היום, דינא הכי. ולא קאי איום שביעי מנחה כשנגמרה אבלות. אלא שמסתבר שבריב״ש דיבר בהווה שהתפללו בביתו רק במנחה ובשחרית באו לביהכ״נ. וראה בתשובות ופירושי רב שרירא גאון טז. ולדברינו סרה תמיהתו של המהדיר שם). ויש לנו להביא ראי׳ מת״ב שא״א תחנון, וכתב בתניא רבתי ענין נפ״א שרק בשחרית אין נופלים ע״פ דאבל איתקש לחג, אבל במנחה נופלים. (אלא שנהגו גם במנחה). ותו, שאם נאמר שתלוי בדין חג, ולגבי זה ליכא דין שמקצת היום, צ״ע ברגל שמבטל גזירת שבעה שלא יאמרו תחנון אחרי הרגל. ולא ראינו מאן דחש לה. ועוד תיקשי שאם תלוי בטעמי העדר האמירה, מדוע נקט הפמ״ג שיאמר, דהא אכתי איכא לטעם דחג לפוטרו. ומאי חזית להעדיף טעמו של הלבוש שכתב עליו במלבושי יו״ט שם א, שבדה טעם מלבו. ועוד שבא״ר ט, הביאו הפמ״ג שם גופא, כתב שגם הלבוש ס״ל לטעם דוהפכתי חגיכם לאבל. ולהעיר שבמ״ז שם טו סיכם הנפק״מ ביו הטעמים והשמיט ד״ז. ונראה בדעת הפמ״ג, שכיון שנהגו שאומרים, העיקר כמנהג שנהגו.
ולולא דברי הפמ״ג אמינא איפכא, שאם מצד מדה״ד מתוחה אין לומר גם במנחה. אבל אם הוא מדין חג, הרי רק האבילות הוקשה לחג וכל שפקעה אבילותו ליכא דין חג. ולדברינו, נראה יותר בטעם הדרה״ח ודעמי׳ שהוא מחמת מדה״ד. וכעין מש״כ השו״מ ביוסף דעת שעו ד״ה והנה בר״ח ניסן, שאין לאבל לומר הלל בבית האבל ביום ז׳ מחמת שהנשמה עדיין אוננת שם. (ובדברי שאול שלו כתב טעם אחר, שאסור בשמחה כל היום. וראה שו״ת פרי השדה ב, קד. אבל ראה פת״ש שעו, ב בשם חמו״ד שיאמר הלל שאז אינו אבל. וכ״כ בשו״ת שאילת שלום תנינא סוסי׳ רח לומר כיון שנפסקה האבילות וליכא משום שמחה, וגם לא משום לועג לרש, שהנשמה כבר אינה אוננת שמה והלכה למנוחתה). וכעי״ז מצינו בא״ז קלג, ג, בנוגע קדימת האבל לקדיש ביום ז׳ במנחה, שאפשר שדין מתוחה עליו כל שבעה. וכ״פ המג״א קלב שהאבל קודם לקדיש עד סוף היום. (אבל ראה ביאור אחר בשו״ת כנסת יחזקאל לאחרי חלק יו״ד בד״ה עוד ראי׳ גדולה בסופו. ובשו״ת מגידות להפמ״ג קע, שיל״ע אי הנפש אוננת כל היום שהרי נוהגין לכבות הנר בשחרית. ומסיק, לומר הלל ביום השביעי אחר יציאה מביהכ״נ. (וראה דע״ק שמנחמין קודם התפלה ואח״כ אומרים הלל. וראה שו״ת צור יעקב קל, ג. ובקיצור שו״ע רז, ו חילק בין חנוכה לר״ח לענין יום השביעי. ולכאו׳ ה״ט שבר״ח הוא רק ממנהגא, והחיוב רק בתפלה, ובחנוכה הוא  דינא, והחיוב כל היום. וראה מסגה״ש שם. ולדעת אדה״ז קלא, ה בחנוכה בלא״ה חייב. ולאידך, בר״ח נמי מצותו כל היום).
ואם נאמר שהיא מחמת מדה״ד בבית האבל, עדיין אין לנו ראי׳ שבבוא האבל לביהכ״נ שלא יאמר הוא תחנון, אף שהציבור אומרים (זולת לסברת ס׳ החיים שהעיד בעצמו שלא נהגו כמותו). ואף שסתימת דבריהם שהדין שוה בכל ז׳ ימי האבילות, ואמטו להכי, כל שאין אומרים בבית האבל אין האבל עצמו אומר בבואו לביהכ״נ – אכתי יש מקום לחלק כנ״ל. ולא מצינו בשום מקום שהאבל עצמו אינו אומר בביהכ״נ ביום השביעי במנחה.
[ואגב, עוד טעם מצינו שלא ליפול מחמת שתחנונים צריכים כוונה יתירה – ראה ס׳ השולחן הל׳ תפלה שער ה – במהדורת בלוי ע׳ רפז. בשם שר שלום גאון. וגם טעם זה לא יכון ביום השביעי].
שוב עיינתי בפמ״ג. ונראה שכוונתו באו״א לגמרי. והמדפיסים, גם במהדו״ח, שיבשו הכוונה. וז״ל בשלימות ללא פיסוק טעמים, וכפי שנדפס בדפו״ר: ״ויראה דביום השביעי במנחה דמקצת ככולו אומרים תחנון ולמנצח יענך ושיר מזמור עיין מ”א אות יו”ד ולטעם חג א״א ולטעם הלבוש י”ל למנצח וכ״כ א״ר ט’ ואבל עצמו לכו״ע לא יאמר למנצח ושיר מזמור״. והנה, אם כוונתו לפי פשוטה, דקאי הכל בנוגע יום השביעי, מאי איריא דלמנצח הכא, שנאמר בעת התפלה בשחרית, וכן גם שיר מזמור לאסף שהוא קודם יציאה מביהכ״נ מיד אחרי שחרית. ובפמ״ג המבואר נדחק בזה. וגם מאי שיאטי׳ דלמנצח לדין יום השביעי, שהרי נוגע בכל ימי שבעה. ולדידי פשיטא, דתרתי קאמר, חדא שביום השביעי אומרים תחנון. ותו, ענין אחר, בנוגע לכל ימי השבעה, שדין למנצח ושיר מזמור כדין תחנון, ולטעם חג אין אומרים כולם בבית האבל אבל לסברת הלבוש אפשר לאומרם, שמדה״ד שייך רק לתחנון ממש. וכ״כ גם בשכנה״ג בהגב״י יד. וכן בא״ר שהביא הפמ״ג. והכל נהיר וצהיר ובריר, וסרו כל התמיהות.
ומכיון שכן, בנוגע לבית האבל שמפורש כתבו כמה פוסקים שלא לומר, הכי נהגינן. וכן מעשה רב בשנת תשמ״ח. אבל כשבא האבל לביהכ״נ, שלא שמענו וראינו הנהגה כזו שהאבל עצמו לא יאמר – אין להנהיג חדשות. והבו דלא לוסיף על גוף הענין שלא לומר בשביעי במנחה, דבפלוגתא תליא, והעידו הפוסקים שהמנהג לומר. וקשה הדבר לומר שיו״ט שלו הוא. ומילתא דתמיהא הוא שהאבל מתפלל כש״צ, וכבר גמרו ימי אבלותו, ואינו אומר תחנון, והציבור אומר. וזו לא שמענו. (משא״כ בהיותו בביהכ״נ במשך השבעה. וראה שו״ת מנח״י ח, כט בנידון דידי׳, שישלח אחר במקומו). ובהיות וכל עניני תחנון תלויים במנהג, והמנהג שבאבל מתפלל במנחה כש״צ כל התפלה, לרבות תחנון, הכי נקטינן.
[ויתר על כן שגם בבית האבל, מקום לספק, גם לדרה״ח ודעמי׳, שבזמננו הרבה פעמים אינו מקום שנפטר שם או שהביאו הנפטר לשם אחרי פטירתו, והוא בית האבל רק מחמת האבלים. והרי נגמרה אבלותם, ומ״ט נבטל מאמירת תחנון בכדי].
ויש להמתיק הענין, שהרי נהגו שא״א תחנון בבית האבל גם כשאין האבל שם, (ודלא כבאה״ט קלא י בשם הט״ז, וכ״ה במקו״ח לחו״י ועוד. וכ״כ חידושים וביאורים להגרא״ז מרגליות, הביאו בהערות הגרא״ד לאוואט על שו״ע אדה״ז קלא, ד,נדפס בהוספות לשו״ע אדה״ז) אם הוא מקום שמת שם, ועל כרחך הטעם כשאין אבל מחמת גוף בית האבל, שהנשמה משוטטת שם ושמדה״ד מתוחה – ראה מלבושי יו״ט א. א״ר ט. שלחן גבוה שפד, יא. וראה גם שו״ת לב חיים ג, מז. ברכות מים מיוחס קלא ד״ה איבעיא להו. פקודת אלעזר קלא, ד. וטעם זה שייך גם כשפקעה האבילות. אבל האבל עצמו נפטר רק מדין חג, וכשנגמרה האבילות בטל דין חג.
וראיתי למי שהעתיק מקצוה״ש שם שכשבא האבל לביהכ״נ ביום השביעי במנחה, האבל אינו אומר אבל הציבור אומר. ולא תפס, דלא קאי בענין זה איום השביעי. והעתיק מדרה״ח ומהקיצור שו״ע בנוגע כללות הענין כשבא האבל לביהכ״נ."
" Can my brother-in-law stay over for a few days if my husband is out of town? My adult son lives with us.
My husband is out of town. My adult son lives with us. My brother-in-law wants to visit for a few days. Will there be any issue with Yichud? Will it be necessary for my other adult son to come over and stay overnight as well?","
Yes – he may sleep in his own room or at least one that has been designated by him.</s>”,”language_id″ : “1”,“question__lang.”</p></div><br clear=all&gt;<h2 id=""answer–yq38674905"">Answered on sunday night י״ט Adar II year fifty seven hundred ninety four after creation when Moses was still alive! The first time since we left Eretz Israel (the second exile). This occurred while our Rebbe Rashab led Tefillos Mincha during Sefira Be’omer which began around half past two hours before sunset lasting until three quarters through Chatzot Maal Kochavim Al HaShacha Peshutzei Nitzochon Olam Haba Vizman Hazeh Lifroshis Mitzvos Hashem Kadoso","
Yes, it would be necessary for your other adult son to come and stay over at night."
 I have Smicha for shchitah and I go practice at a non-kosher market. Chickens will be used for treif only. Do I make a bracha before shechting? ,"
No.</s>","If the chickens will be kosher to eat (in other words, the knives will be checked, and they will be checked for treifos, or they could be checked because there’s someone there that knows to check them), and it is technically possible for you to change your mind afterwards and eat them, you should make a brachah, even if you’re initially shechting for goyim."
" Is one permitted to say Tehillim in פסוקי דזמרה, or while waiting for the ש”צ before/after ישתבח?","
There is no problem. However it should be done quietly and not with any emphasis on these words.</s>","No, as it isn’t part of the set template of davening.
See also here and in the sources quoted:
Can I Learn (verbally?) Between Yishtabach and Kaddish?"
