question,answer,text
" Is taking a shower before going into the Mikva during the 9 days allowed, forbidden or a Chiyuv?
Due to the pandemic, is taking a shower before going into the Mikva during the nine days (for no other reason than to uphold the hygiene of the Mikva water) allowed, forbidden or a Chiyuv?","
As far as I understand, there is no medical imperative to act differently in this regard due to the pandemic.
To quote one of the doctors I consulted on the matter:
In terms of showering, I really cannot think why this year should be any different. The main spread is through people who are sick, and other than making sure that everybody washes their hands I can’t think of a reason to shower more or less. Theoretically, yes, you can posit certain things, but I don’t think any of those things are grounded in enough evidence to change policy.
Regarding showers in general during the nine days, see here:
What are the rules of taking or not taking a shower in the nine days?","###question 
  Is taking a shower before going into the Mikva during the 9 days allowed, forbidden or a Chiyuv?
Due to the pandemic, is taking a shower before going into the Mikva during the nine days (for no other reason than to uphold the hygiene of the Mikva water) allowed, forbidden or a Chiyuv?.
 ###answer 
 
As far as I understand, there is no medical imperative to act differently in this regard due to the pandemic.
To quote one of the doctors I consulted on the matter:
In terms of showering, I really cannot think why this year should be any different. The main spread is through people who are sick, and other than making sure that everybody washes their hands I can’t think of a reason to shower more or less. Theoretically, yes, you can posit certain things, but I don’t think any of those things are grounded in enough evidence to change policy.
Regarding showers in general during the nine days, see here:
What are the rules of taking or not taking a shower in the nine days?"
 May I go to the dentist to get a cleaning and x-ray in the nine days? That is the only appointment he had.,"Since it is without local anesthesia it’s not considered a medical procedure. Therefore, you may have it done.","###question 
  May I go to the dentist to get a cleaning and x-ray in the nine days? That is the only appointment he had..
 ###answer 
 Since it is without local anesthesia it’s not considered a medical procedure. Therefore, you may have it done."
"Some say that this was something that applied to that era, but now it has become more accepted and is not a problem. (Similar to the story when a Shochet was removed for wearing Galoshes, because at the time it was not accepted among frum Yidden, but later it of course became a very acceptable thing.) Is this “nishtanu haitim” [=”times have changed”] policy correct for these words of the Rebbe?
If #1 is incorrect and a Piano should still be considered inappropriate, what about a keyboard (as used for music by all the simchas etc.) or an “Electric Piano” (which is a keyboard designed to perform more like real piano and sometimes make to look similar)? Would these be OK for a Chassidishe home?","
Since – as you wrote – it has become accepted to have a piano at home, there is no objection. Obviously care should be taken that it should not be used CH”V on Shabbos, and – depending on local custom – if woman should play on it publicly.
In general to explain the Rebbe’s letter: The concept of not having a piano in a chassidishe home is due to it being a needless expensive piece of furniture. People will sometimes buy a “grand piano” for enormous amounts of money just to sit in the house. There is no objection for someone who plays music to own a piano and have it in their house. Certainly the objection does not apply to a electric keyboard and similar instruments. But as stated above, it seems like nowadays there would be no objection at all, as the original objection was only because it is “not customary” in Chassidic families.
ולהעיר מהמסופר בכפ״ח גל׳ 1249.","###question 
 Some say that this was something that applied to that era, but now it has become more accepted and is not a problem. (Similar to the story when a Shochet was removed for wearing Galoshes, because at the time it was not accepted among frum Yidden, but later it of course became a very acceptable thing.) Is this “nishtanu haitim” [=”times have changed”] policy correct for these words of the Rebbe?
If #1 is incorrect and a Piano should still be considered inappropriate, what about a keyboard (as used for music by all the simchas etc.) or an “Electric Piano” (which is a keyboard designed to perform more like real piano and sometimes make to look similar)? Would these be OK for a Chassidishe home?.
 ###answer 
 
Since – as you wrote – it has become accepted to have a piano at home, there is no objection. Obviously care should be taken that it should not be used CH”V on Shabbos, and – depending on local custom – if woman should play on it publicly.
In general to explain the Rebbe’s letter: The concept of not having a piano in a chassidishe home is due to it being a needless expensive piece of furniture. People will sometimes buy a “grand piano” for enormous amounts of money just to sit in the house. There is no objection for someone who plays music to own a piano and have it in their house. Certainly the objection does not apply to a electric keyboard and similar instruments. But as stated above, it seems like nowadays there would be no objection at all, as the original objection was only because it is “not customary” in Chassidic families.
ולהעיר מהמסופר בכפ״ח גל׳ 1249."
Is there anything wrong to put the Paroches of an Aron Kodesh behind the wooden doors in front of the Sifrei Torah and put the names of the 10 mivtzoyim on the doors (made wooden letters)?,"
There are many purposes for the Paroches, some of which require it to be on the outside. Regardless, one may not change from the accepted custom in Klal Yisroel, especially regarding a Shul.
Some of the reasons:
In order to divide between the Yidden (kodesh) and the Aron Kodesh (kodesh kodoshim).
Similar to the coverings over the Keilim in the Mishkan.
As Tznius.
So that we do not gaze directly at the Aron Kodesh.","###question 
 Is there anything wrong to put the Paroches of an Aron Kodesh behind the wooden doors in front of the Sifrei Torah and put the names of the 10 mivtzoyim on the doors (made wooden letters)?.
 ###answer 
 
There are many purposes for the Paroches, some of which require it to be on the outside. Regardless, one may not change from the accepted custom in Klal Yisroel, especially regarding a Shul.
Some of the reasons:
In order to divide between the Yidden (kodesh) and the Aron Kodesh (kodesh kodoshim).
Similar to the coverings over the Keilim in the Mishkan.
As Tznius.
So that we do not gaze directly at the Aron Kodesh."
 Is one permitted to do laundry the night of Rosh Chodesh Av?,No.,"###question 
  Is one permitted to do laundry the night of Rosh Chodesh Av?.
 ###answer 
 No."
" What is the proper Bracha for “beer bread“?
I’ve seen conflicting options on other websites and even those that say to make Shehakol. 
What would be the Chabad opinion on this?","
If the beer bread is majority water (more than 50%) and minority beer in the dough mix then even if one is not קובע סעודה the bracha of Hamotzei is recited.
If the beer bread is not majority water in the dough mix then the blessing is מזונות. A בעל נפש should be stringent not to eat from this bread until washing on a different piece of real bread first. If one is קובע סעודה then they may recite המוציא on the bread itself. If one is satiated from this bread (even if one only ate a Kazayis) even if the satiation is achieved through other satiating foods eaten with the bread – one should make hamotzie on another piece of bread first.
Beer itself is not considered water.
Reasoning:
Seder Birchas Hanehanin 2:7 – Brings the view of the Rambam (Hilchos Brachos 3:9) of defining פת הבאה בכיסנין when the dough is mixed with any liquid other than water. When other liquids than water are mixed with the flour it makes a dough which people do not normally set a meal on. This applies only when the majority of the liquid (more than 50%) is other than water. One would need to see what is the percentage of water ratio (other then water in the beer itself, which isn’t considered water). Also if other liquids (such as oil) are mixed in they would be included in the ratio.
In 2:8 the Alter Rebbe writes that a Bal Nefesh should be stringent (as was written above).
See 2:1-2 for definition of kevius seudah.","###question 
  What is the proper Bracha for “beer bread“?
I’ve seen conflicting options on other websites and even those that say to make Shehakol. 
What would be the Chabad opinion on this?.
 ###answer 
 
If the beer bread is majority water (more than 50%) and minority beer in the dough mix then even if one is not קובע סעודה the bracha of Hamotzei is recited.
If the beer bread is not majority water in the dough mix then the blessing is מזונות. A בעל נפש should be stringent not to eat from this bread until washing on a different piece of real bread first. If one is קובע סעודה then they may recite המוציא on the bread itself. If one is satiated from this bread (even if one only ate a Kazayis) even if the satiation is achieved through other satiating foods eaten with the bread – one should make hamotzie on another piece of bread first.
Beer itself is not considered water.
Reasoning:
Seder Birchas Hanehanin 2:7 – Brings the view of the Rambam (Hilchos Brachos 3:9) of defining פת הבאה בכיסנין when the dough is mixed with any liquid other than water. When other liquids than water are mixed with the flour it makes a dough which people do not normally set a meal on. This applies only when the majority of the liquid (more than 50%) is other than water. One would need to see what is the percentage of water ratio (other then water in the beer itself, which isn’t considered water). Also if other liquids (such as oil) are mixed in they would be included in the ratio.
In 2:8 the Alter Rebbe writes that a Bal Nefesh should be stringent (as was written above).
See 2:1-2 for definition of kevius seudah."
א. למי מותר לאכול בשרי בסעודת ברית מילה בתשעת הימים (בשבוע שחל בו ט”ב)?,"ב. איזה אוכל שאר האנשים צריכים לאכול (לדוגמא, האם מותר חזקת בשרי)?
ג. האם מותר לתת לנשים וילדים לאכל בשרי?
ד. האם, בגלל תשעת הימים, צריך להגביל את כמות האנשים המוזמנים לסעודה?
ה. האם מזמנים על הכוס? וא”כ מי מותר לשתות את היין?
תשובות:
א. בברית מילה בשבוע שחל בו תשעה באב, רק הקרובים (הפסולים לעדות), בעלי-מצווה (סנדק, מוהל, קוואטער), ועוד 10 אנשים רעים (שהיו מגיעים מצד ריעות) מותרים לאכול בשר. והשאר אוכלים מאכלי חלב או פרווה.
מקור: עיין מג״א סקל״ה בשם הלבוש וע״ע בא״א בשם א״ר.
ב. ארוחה בחזקת בשרי, כל עוד שלא נתבשלה עם בשר, מותרת.
מקור: א״א ס״ק י.
ג. נשים וילדים שהם קרובים כנ״ל מותרים. שאר הנשים יהיו חלק מן העשרה אנשים. שאר ילדים שהגיעו לכלל חינוך (הבנת ענין האבילות) אינם אוכלים בשר.
ד. אין להגביל כמות האנשים, ואדרבה ברוב עם וכו׳. ומרבין בשמחה של מצוה.
ראה גם כאן:
May/Should one serve Fleishigs at a Bris taking place during the nine days?
ה. מזמנים על הכוס והמברך שותה כרגיל.
מקורות: כ״כ במהרי״ל מהדורת מכון ירושלים ע׳ רלט. וכ״פ בברית אבות יג, לא. זוכר הברית כה, כו. וכבר העירו בכ״מ, וראה גם בגל׳ המצו״ב, שאין סברא לאסור בכוס ברהמ״ז יותר מבשעת הסעודה שהותר בשר ויין. והוכיחו כן בכמה אופנים. וט״ס הוא בדפוסי הא״ר תקנא, כג, ובבאה״ט שם ל, שכתבו: ״כוס יין שמברכין בברכת המזון אחר המילה נוהגין ליתן לתינוקות״. ובדפו״ר כתב בב״ה, והמדפיסים פיענחו בברכת המזון, ולכאורה צ״ל בבית הכנסת או בברכת המילה, וכדומה, וקאי על שתיית היין בברית, ולא בברכת המזון. ואדרבה, בבברהמ״ז עדיף, כמ״ש מהרי״ל – מרא דהאי שמעתתא לאסור ביין הבדלה וכוסש״ב – שבשבוע שחל לא ישתו יין בסעודה רק המוהל בעל ברית והאב, אבל לברכהמ״ז ישתו אחרים. ובכלל, כל האיסור הוא ממנהגא. והבו דלא לוסיף עלה. איברא מש״כ בגל׳ הנ״ל בטעם ההיתר לשתות הכוס, אף במי שאינו נזהר תדיר בכוסש״ב, כיון שבברי״מ נזהר תמיד – אינו עולה בקנה אחד עם דברי אדה״ז רצו בקו״א ב, עפ״ד המג״א רצט, ט. וראה אצלנו במ״מ להלכה יומית אות שיא.
אלא שמ״מ יש להתיר, אף לדברי המג״א שם ז שכשאינו נזהר בכוסש״ב אינו שייך לסעודה, וכן בשו״ע אדה״ז שם ו, דשאני התם לענין איסור מדינא דשתי׳ לפני הבדלה כשכבר החשיך היום, דמיקרי אינו שייך לסעודה. אבל כאן לענין מנהג שלא לשתות יין, סגי בהכי, וג״ז בגדר יין של מצוה, ושל סעודת ברית יקרא לה.","###question 
 א. למי מותר לאכול בשרי בסעודת ברית מילה בתשעת הימים (בשבוע שחל בו ט”ב)?.
 ###answer 
 ב. איזה אוכל שאר האנשים צריכים לאכול (לדוגמא, האם מותר חזקת בשרי)?
ג. האם מותר לתת לנשים וילדים לאכל בשרי?
ד. האם, בגלל תשעת הימים, צריך להגביל את כמות האנשים המוזמנים לסעודה?
ה. האם מזמנים על הכוס? וא”כ מי מותר לשתות את היין?
תשובות:
א. בברית מילה בשבוע שחל בו תשעה באב, רק הקרובים (הפסולים לעדות), בעלי-מצווה (סנדק, מוהל, קוואטער), ועוד 10 אנשים רעים (שהיו מגיעים מצד ריעות) מותרים לאכול בשר. והשאר אוכלים מאכלי חלב או פרווה.
מקור: עיין מג״א סקל״ה בשם הלבוש וע״ע בא״א בשם א״ר.
ב. ארוחה בחזקת בשרי, כל עוד שלא נתבשלה עם בשר, מותרת.
מקור: א״א ס״ק י.
ג. נשים וילדים שהם קרובים כנ״ל מותרים. שאר הנשים יהיו חלק מן העשרה אנשים. שאר ילדים שהגיעו לכלל חינוך (הבנת ענין האבילות) אינם אוכלים בשר.
ד. אין להגביל כמות האנשים, ואדרבה ברוב עם וכו׳. ומרבין בשמחה של מצוה.
ראה גם כאן:
May/Should one serve Fleishigs at a Bris taking place during the nine days?
ה. מזמנים על הכוס והמברך שותה כרגיל.
מקורות: כ״כ במהרי״ל מהדורת מכון ירושלים ע׳ רלט. וכ״פ בברית אבות יג, לא. זוכר הברית כה, כו. וכבר העירו בכ״מ, וראה גם בגל׳ המצו״ב, שאין סברא לאסור בכוס ברהמ״ז יותר מבשעת הסעודה שהותר בשר ויין. והוכיחו כן בכמה אופנים. וט״ס הוא בדפוסי הא״ר תקנא, כג, ובבאה״ט שם ל, שכתבו: ״כוס יין שמברכין בברכת המזון אחר המילה נוהגין ליתן לתינוקות״. ובדפו״ר כתב בב״ה, והמדפיסים פיענחו בברכת המזון, ולכאורה צ״ל בבית הכנסת או בברכת המילה, וכדומה, וקאי על שתיית היין בברית, ולא בברכת המזון. ואדרבה, בבברהמ״ז עדיף, כמ״ש מהרי״ל – מרא דהאי שמעתתא לאסור ביין הבדלה וכוסש״ב – שבשבוע שחל לא ישתו יין בסעודה רק המוהל בעל ברית והאב, אבל לברכהמ״ז ישתו אחרים. ובכלל, כל האיסור הוא ממנהגא. והבו דלא לוסיף עלה. איברא מש״כ בגל׳ הנ״ל בטעם ההיתר לשתות הכוס, אף במי שאינו נזהר תדיר בכוסש״ב, כיון שבברי״מ נזהר תמיד – אינו עולה בקנה אחד עם דברי אדה״ז רצו בקו״א ב, עפ״ד המג״א רצט, ט. וראה אצלנו במ״מ להלכה יומית אות שיא.
אלא שמ״מ יש להתיר, אף לדברי המג״א שם ז שכשאינו נזהר בכוסש״ב אינו שייך לסעודה, וכן בשו״ע אדה״ז שם ו, דשאני התם לענין איסור מדינא דשתי׳ לפני הבדלה כשכבר החשיך היום, דמיקרי אינו שייך לסעודה. אבל כאן לענין מנהג שלא לשתות יין, סגי בהכי, וג״ז בגדר יין של מצוה, ושל סעודת ברית יקרא לה."
 Are children allowed to go into a kiddie pool with water up to their waist during the nine days? The pool is in the backyard. ,"Ideally, children should not enter a pool during the nine days at all. Nonetheless, one may be lenient prior to the week of Tisha B’Av, or if they are under the age of Chinuch (2-5 years old). If the water touches less than the majority of their body, one may be lenient regardless.
Still, it should be noted that many are particular to avoid any activities which are unsafe during this period.
ראה בארוכה שאלה 558 ובמ״מ לשם:
Are my children allowed to have a swimming lesson on ג’ מנחם אב? Is there a difference between the beginning/end of the 9 days?","###question 
  Are children allowed to go into a kiddie pool with water up to their waist during the nine days? The pool is in the backyard. .
 ###answer 
 Ideally, children should not enter a pool during the nine days at all. Nonetheless, one may be lenient prior to the week of Tisha B’Av, or if they are under the age of Chinuch (2-5 years old). If the water touches less than the majority of their body, one may be lenient regardless.
Still, it should be noted that many are particular to avoid any activities which are unsafe during this period.
ראה בארוכה שאלה 558 ובמ״מ לשם:
Are my children allowed to have a swimming lesson on ג’ מנחם אב? Is there a difference between the beginning/end of the 9 days?"
 Is melba toast Mezones or Hamotzie?,"Depends;
If it’s the type which is eaten as a substitute for bread, the bracha is certainly Hamotzi.
Even when eaten as a cracker for noshing purposes, it would still be Hamotzi, but to avoid all doubt one should only eat it within a meal of bread. Of course, if one eats the shiur of kvius seudah he must wash and make Hamotzi regardless
Please note that not all Melba Toast products are the same. Those that are made with liquids other than water are Mezonos unless the amount of Kvias Seuda is eaten. Those that are made with water only or more water then other liquids are what we were referring to. Our point was that the fact that it’s been converted into a toast like cracker does not make it become Mezonos.
PS. Often it is made with water but the water is not listed.
See here for details about kvius seudah:
Is one allowed to wash and bentch on “Mezonos” bread?
Wasa crisp bread – is Hamotzi like melba toast. See also this link from the OK (who give Kashrus certification on the product and are very familiar with the process of producing Wasa bread)
מקורות:
תלוי בטעם שי׳ רה״ג בפהב״כ שבכעכין יבשים שכוססים מברך במ״מ, שי״מ כיון שאי״ז בגדר לחם גמור מחמת יבשותו וקשותו, ראה ערוה״ש קסח, כא. אבל פשטות הטעם הוא לפי שכוססין אותו ואוכלים לתענוג ולא להשביע. וכ״ה בבית דוד הוב״ד בשד״ח ברכות א, י. וכן מוכרח בדברי אדה״ז קסח. יב: שעושים אותה עוגות יבשות וכוססין אותה לתיאבון ולא כדי להשביע. ושם טז: עשה ממנה עוגות דקות יבשות וכוססין אותו לתיאבון ואף שבשעת לישה היה לחם גמור וגם נאפו בתנור כלחם גמור אעפ”כ אין מברכין עליהם המוציא וברכת המזון הואיל ואין דרך רוב בני אדם לקבוע עליהם. וכ״כ למעשה בכה״ח שם סו: שכל שאינם עשויין לקנוח בעלמא אלא לקביעות סעודה לחם גמור הוא אע״פ שהן יבשים. וראה וזאת הברכה בירור הלכה לט שהאריך בזה.
עוד נחלקו אחרוני זמננו בכגון דא, שנעשה תחילה כלחם גמור ושוב מקשים אותו בתנור. אבל לאידך מלכתחילה אפו את הלחם בכדי להקשותו, ראה וזאת הברכה שם.
ומכיון שבלא״ה השמיט אדה״ז דעת רה״ג בסדר ברה״נ – וראה בארוכה אצלנו כאן
What is the Bracha on crackers (made only of flour and water)?
– כתבנו כבפנים. וק״ל.","###question 
  Is melba toast Mezones or Hamotzie?.
 ###answer 
 Depends;
If it’s the type which is eaten as a substitute for bread, the bracha is certainly Hamotzi.
Even when eaten as a cracker for noshing purposes, it would still be Hamotzi, but to avoid all doubt one should only eat it within a meal of bread. Of course, if one eats the shiur of kvius seudah he must wash and make Hamotzi regardless
Please note that not all Melba Toast products are the same. Those that are made with liquids other than water are Mezonos unless the amount of Kvias Seuda is eaten. Those that are made with water only or more water then other liquids are what we were referring to. Our point was that the fact that it’s been converted into a toast like cracker does not make it become Mezonos.
PS. Often it is made with water but the water is not listed.
See here for details about kvius seudah:
Is one allowed to wash and bentch on “Mezonos” bread?
Wasa crisp bread – is Hamotzi like melba toast. See also this link from the OK (who give Kashrus certification on the product and are very familiar with the process of producing Wasa bread)
מקורות:
תלוי בטעם שי׳ רה״ג בפהב״כ שבכעכין יבשים שכוססים מברך במ״מ, שי״מ כיון שאי״ז בגדר לחם גמור מחמת יבשותו וקשותו, ראה ערוה״ש קסח, כא. אבל פשטות הטעם הוא לפי שכוססין אותו ואוכלים לתענוג ולא להשביע. וכ״ה בבית דוד הוב״ד בשד״ח ברכות א, י. וכן מוכרח בדברי אדה״ז קסח. יב: שעושים אותה עוגות יבשות וכוססין אותה לתיאבון ולא כדי להשביע. ושם טז: עשה ממנה עוגות דקות יבשות וכוססין אותו לתיאבון ואף שבשעת לישה היה לחם גמור וגם נאפו בתנור כלחם גמור אעפ”כ אין מברכין עליהם המוציא וברכת המזון הואיל ואין דרך רוב בני אדם לקבוע עליהם. וכ״כ למעשה בכה״ח שם סו: שכל שאינם עשויין לקנוח בעלמא אלא לקביעות סעודה לחם גמור הוא אע״פ שהן יבשים. וראה וזאת הברכה בירור הלכה לט שהאריך בזה.
עוד נחלקו אחרוני זמננו בכגון דא, שנעשה תחילה כלחם גמור ושוב מקשים אותו בתנור. אבל לאידך מלכתחילה אפו את הלחם בכדי להקשותו, ראה וזאת הברכה שם.
ומכיון שבלא״ה השמיט אדה״ז דעת רה״ג בסדר ברה״נ – וראה בארוכה אצלנו כאן
What is the Bracha on crackers (made only of flour and water)?
– כתבנו כבפנים. וק״ל."
 Am I allowed to go to amazing savings or home goods during the 9 days to buy things for my house or toys?,"Simple house needs like dishes and utensils etc. (not made out of silver or expensive material) are permitted.
Other house needs which are not needed and you could live without them shouldn’t be bought.
Toys should not be bought.","###question 
  Am I allowed to go to amazing savings or home goods during the 9 days to buy things for my house or toys?.
 ###answer 
 Simple house needs like dishes and utensils etc. (not made out of silver or expensive material) are permitted.
Other house needs which are not needed and you could live without them shouldn’t be bought.
Toys should not be bought."
 May one have an appliance delivered and installed during the 9 days but only use it after Tisha B’av?,"It may be ordered but may not be delivered and installed until after the nine days.
Source:
ראה אג”מ או”ח ח”ג סי’ פב.","###question 
  May one have an appliance delivered and installed during the 9 days but only use it after Tisha B’av?.
 ###answer 
 It may be ordered but may not be delivered and installed until after the nine days.
Source:
ראה אג”מ או”ח ח”ג סי’ פב."
 I’m making an Upsherin the day after 9 Av. Am I allowed to set up tables and prepare for it on 9 Av?,"After Chatzos.
שו”ע או”ח תקנד, כב.","###question 
  I’m making an Upsherin the day after 9 Av. Am I allowed to set up tables and prepare for it on 9 Av?.
 ###answer 
 After Chatzos.
שו”ע או”ח תקנד, כב."
 Is a woman allowed to purchase (cheap/simple) nightwear during the 9 days?,"No.
משנ”ב תקנא, סקמ”ה: ובגדים שאינם חשובים כ״כ שא״צ לברך עליו שהחיינו כגון מנעלים חדשים ואנפלאות וכיו״ב בודאי מותר לקנותו וללבשו מי״ז בתמוז עד ר״ח.","###question 
  Is a woman allowed to purchase (cheap/simple) nightwear during the 9 days?.
 ###answer 
 No.
משנ”ב תקנא, סקמ”ה: ובגדים שאינם חשובים כ״כ שא״צ לברך עליו שהחיינו כגון מנעלים חדשים ואנפלאות וכיו״ב בודאי מותר לקנותו וללבשו מי״ז בתמוז עד ר״ח."
" Can I put up a crockpot with chicken and rice 20 minutes before Shabbos?
I learnt that the food in the crockpot needs to be cooked or raw at the start of Shabbos for it to be fit to eat on Shabbos day.
Is it acceptable if the chicken and rice was put in the crockpot 20 mins before Shabbos? The food appeared to be raw. When the Alter Rebbe says “as close as possible to dark” does that mean right before lighting or something else?","
One should ensure there is a piece of raw meat in the food that one is putting up. According to many opinions, raw chicken is also good [see here]. However, this is dependent in the reality, if it will be ready for the evening meal.
Since it is hard to to know exactly when its considered a little cooked, it should be put up or plugged in right before shekiah.
Also you may put it up before the time mentioned, with a raw piece of meat, as long as the food doesn’t get hot when Shabbos comes in to the level where the hand recoils from the heat.
See here at length:
Article: Using a Crock-Pot on Shabbos","###question 
  Can I put up a crockpot with chicken and rice 20 minutes before Shabbos?
I learnt that the food in the crockpot needs to be cooked or raw at the start of Shabbos for it to be fit to eat on Shabbos day.
Is it acceptable if the chicken and rice was put in the crockpot 20 mins before Shabbos? The food appeared to be raw. When the Alter Rebbe says “as close as possible to dark” does that mean right before lighting or something else?.
 ###answer 
 
One should ensure there is a piece of raw meat in the food that one is putting up. According to many opinions, raw chicken is also good [see here]. However, this is dependent in the reality, if it will be ready for the evening meal.
Since it is hard to to know exactly when its considered a little cooked, it should be put up or plugged in right before shekiah.
Also you may put it up before the time mentioned, with a raw piece of meat, as long as the food doesn’t get hot when Shabbos comes in to the level where the hand recoils from the heat.
See here at length:
Article: Using a Crock-Pot on Shabbos"
" Would it be better for a woman to sleep with socks and avoid exposing her feet, or better for her not to sleep with socks but then her feet can be exposed?","Women may go to sleep with socks for Tznius purposes.
See here regarding woman exposing their feet while they are alone:
May a woman walk around the house without socks on if there are no men around?","###question 
  Would it be better for a woman to sleep with socks and avoid exposing her feet, or better for her not to sleep with socks but then her feet can be exposed?.
 ###answer 
 Women may go to sleep with socks for Tznius purposes.
See here regarding woman exposing their feet while they are alone:
May a woman walk around the house without socks on if there are no men around?"
" I had a baby a few days ago BH. I am not nursing. Someone told me that within 30 days of giving birth, one doesn’t have to fast. Is that accurate?","Within the first thirty days of giving birth, the new mother (whether nursing/not nursing) is usually held in the category of “Chole”: exempt from fasting.
However, if the birth was natural and the mother is fully healed and feeling well and the fast won’t cause her any harm, she SHOULD fast. This is because Tisha B’Av is the most stringent Rabbinical fast, due to its history of huchpalu bo tzaros (double tragedies).
Of course, if she is feeling faint, unusually weak, dehydrated, dizzy or feverish etc. she should break her fast and can eat normally.","###question 
  I had a baby a few days ago BH. I am not nursing. Someone told me that within 30 days of giving birth, one doesn’t have to fast. Is that accurate?.
 ###answer 
 Within the first thirty days of giving birth, the new mother (whether nursing/not nursing) is usually held in the category of “Chole”: exempt from fasting.
However, if the birth was natural and the mother is fully healed and feeling well and the fast won’t cause her any harm, she SHOULD fast. This is because Tisha B’Av is the most stringent Rabbinical fast, due to its history of huchpalu bo tzaros (double tragedies).
Of course, if she is feeling faint, unusually weak, dehydrated, dizzy or feverish etc. she should break her fast and can eat normally."
 Am I allowed to take a bath in order to perform a hefsek taharah during the 9 days?,No. You may wash the bottom half of your body.,"###question 
  Am I allowed to take a bath in order to perform a hefsek taharah during the 9 days?.
 ###answer 
 No. You may wash the bottom half of your body."
 Can I buy for my kids a night lamp that projects onto the ceiling the moon and the stars?,"Such a purchase is not recommended and potentially problematic halachically.
However if there is a real need, like to help your children relax and fall asleep, and there’s no other way to accomplish this, there is room to rely on the lenient opinions, provided that it does not project a three dimensional image.","###question 
  Can I buy for my kids a night lamp that projects onto the ceiling the moon and the stars?.
 ###answer 
 Such a purchase is not recommended and potentially problematic halachically.
However if there is a real need, like to help your children relax and fall asleep, and there’s no other way to accomplish this, there is room to rely on the lenient opinions, provided that it does not project a three dimensional image."
" Would this medical remedy be permitted to drink on Shabbos?
I have a question regarding Refuah on Shabbos.
I have a rare case of acid reflux which affects my breathing. Every time I eat my stomach creates an overdose of acid which comes up and gives me a difficult time breathing. I have discovered a good remedy for it. Every morning I drink a cup of water with a spoon of apple cider vinegar in it. As soon as I started taking this my breathing immediately improved. The reason this works is because I am sending a high dosage of acid to my stomach before eating anything else. My stomach realizes it has enough acid and does not overproduce negative acids when I eat. If I do this consistently for a few months it may permanently fix my ph levels and IYH make the condition go away.
Am I permitted to drink water with apple cider vinegar on Shabbos morning? It is the typical apple cider vinegar used in salads and recipes. It is not a medicine it’s just a very acidy drink which helps my breathing.","
Yes, you may drink it.
ראה ציץ אליעזר חלק ח פרק טו. ועוד ששניהם מאכל בריאים בנפרד. וגם עדיף מחושאיב״ס כיון שמכביד על הנשימה.","###question 
  Would this medical remedy be permitted to drink on Shabbos?
I have a question regarding Refuah on Shabbos.
I have a rare case of acid reflux which affects my breathing. Every time I eat my stomach creates an overdose of acid which comes up and gives me a difficult time breathing. I have discovered a good remedy for it. Every morning I drink a cup of water with a spoon of apple cider vinegar in it. As soon as I started taking this my breathing immediately improved. The reason this works is because I am sending a high dosage of acid to my stomach before eating anything else. My stomach realizes it has enough acid and does not overproduce negative acids when I eat. If I do this consistently for a few months it may permanently fix my ph levels and IYH make the condition go away.
Am I permitted to drink water with apple cider vinegar on Shabbos morning? It is the typical apple cider vinegar used in salads and recipes. It is not a medicine it’s just a very acidy drink which helps my breathing..
 ###answer 
 
Yes, you may drink it.
ראה ציץ אליעזר חלק ח פרק טו. ועוד ששניהם מאכל בריאים בנפרד. וגם עדיף מחושאיב״ס כיון שמכביד על הנשימה."
 During the 9 days is it permitted to drink grape juice that has been diluted to the point that it is no longer Hagafen?,"One could be lenient if the person needs it for health purposes.
או״ח תקנא בשע״ת ס”ק י”א, מ״ב סקס״ו.","###question 
  During the 9 days is it permitted to drink grape juice that has been diluted to the point that it is no longer Hagafen?.
 ###answer 
 One could be lenient if the person needs it for health purposes.
או״ח תקנא בשע״ת ס”ק י”א, מ״ב סקס״ו."
 What to do if Mikvah is scheduled for Tisha B’Av night?,"So long as we are in Galus, Mikvah would be pushed off to Motzaei Tishah B’av.
All preparations should be done on Erev Tisha B’Av, including bathe, brush hair, clean teeth, and to thoroughly check yourself.
On Tishah B’Av you should avoid getting in contact with anything that might cause a Chatzizah. And not to go around barefoot.
After the fast you should wash yourself again, clean teeth, and brush your hair.","###question 
  What to do if Mikvah is scheduled for Tisha B’Av night?.
 ###answer 
 So long as we are in Galus, Mikvah would be pushed off to Motzaei Tishah B’av.
All preparations should be done on Erev Tisha B’Av, including bathe, brush hair, clean teeth, and to thoroughly check yourself.
On Tishah B’Av you should avoid getting in contact with anything that might cause a Chatzizah. And not to go around barefoot.
After the fast you should wash yourself again, clean teeth, and brush your hair."
 Can one get a haircut on Motzei Tisha B’av when it is Thursday night? Or is it better to wait till Friday morning?,"If it will be done in honor of Shabbos, yes. (And the same applies to doing laundry).","###question 
  Can one get a haircut on Motzei Tisha B’av when it is Thursday night? Or is it better to wait till Friday morning?.
 ###answer 
 If it will be done in honor of Shabbos, yes. (And the same applies to doing laundry)."
 Can I have a non-Jew do alterations for me during the nine days?,May be done by a Yid as well.,"###question 
  Can I have a non-Jew do alterations for me during the nine days?.
 ###answer 
 May be done by a Yid as well."
