question,actual_output,expected_output
"I do a lot of street-mivtzoim throughout sukkos and at times when people are rushing I tell them just to hold the lulav and esrog together. Sometimes they do it but don’t get full grasp, so I have to hold it together with them (to assure it doesn’t fall). My question is: are they still יוצא or do they have to be fully holding the lulav and esrog on their own?","
They should make sure that there’s enough pressure from both hands such as one can lift all four sides.
If this isn׳ts not possible then you may assist by placing your hand under theirs in order for him/her/it [for an infant] not feel any weight – provided he/she does apply some minimal force themselves too; otherwise even if no assistance was given its considered yotzei sheini b’acharona lechatchila because his intention wasnע ללה","
There are several issues here:
The requirement of taking lulav. They need to close their fingers or even better lift it. At the very least, according to some opinions, holding it in such a way that it doesn’t fall is also considered taking.
The fact that two people are holding it together: If they hold in such a way that without your support it would not fall and you are just assisting, and reversely, without them holding it, it would fall, it is valid. Otherwise, they should hold it on their own.
There is an issue of kavanah, since the person is just holding it without being conscious of the fact that they are doing a mitzvah. This is only an issue on the first day. (See link below)
Likewise, it might not be considered a kinyan and therefore not theirs. This also is only an issue on the first day, and ideally one should be concerned about this on the second day too."
 If one accidently made a Ha’adama on a fruit and he has another fruit in front of him (which he was planning on eating) can he/does he have to make an Haetz to eat the 2nd fruit?,"
If there is no other food or drink available then yes.
Otherwise – No. The reason for this being that it would be considered as if you were making two separate meals which isn’t necessary because we only need at least three Kosos by day time meal but not after nightfall when even less than nine kossoy suffice unless they come from different foods such vegetables etc., and also since his original intention wasnot tto leave over any bread until morning so technically speaking here’s room ffor","No, unless you thought the fruit you’re holding is haadama, in which case it won’t cover the other fruit."
I run a Shabbos kids’ program. I’m wondering if I can play Twizzler Pictionary with the kids (making pictures out of Twizzler strands which will be eaten after)?,"
Yes.
Source: See here for more on this topic – https://www.yutorah.com/lectures/play-twist-pretzels-on-shabbes
See also Mishnah Brurrah OC Siman Kuf Lamed Tav Ha”yim and Yoreh Dea Choshen Hamishpat simanim chelek gimmel pages שקיט עבודת מעשה אדמוי לאל בנח","— Permitted.
In general, what are the guidelines regarding edible food crafts on Shabbos?"
 האם אבל ביום השביעי במנחה אומר תחנון?,"
ע”ד.
See here for more information. See also here about reciting Tachanun on Shabbos Rosh Chodesh and Yomim Nora’aim when it is not said in its regular place within Minchah: 
תוֹ ש. מ- ל – -, / : “–“
Source :
[1] The Alter Rebbe notes that this matter should be investigated further by one who has studied extensively with regard of these laws [2","בבית האבל אין אומרים גם ביום השביעי במנחה. אבל בבית הכנסת אומרים, וגם האבל עצמו אומר.
מקורות:
כן המנהג.
ובינותי בספרים וראיתי שבנועם מגדים להפמ״ג (בהוצאת עת״ר – ז, א) כתב שהמנהג שאומרים תחנון במנחה. גם בס׳ החיים למהרש״ק סוסי׳ קלא העיד על המנהג לומר תחנון. אלא שכתב שאין המנהג נכון (והביא טעם מחודש שאין האבל מתחייב בדבר שלא הי׳ חייב כל שבעה, והב״ד בדע״ת קלא, ד. וראה עוד בספרו שו״ת שנות חיים מז. וראה מה שכתב לבאר בשו״ת באר שרים או״ח קיח, ט. אבל ראה שם בהשמטות לסי׳ יו״ד – לסי׳ קלא (יג, ב) שיש להעביר קולמוס על מש״כ לפטור גם בביהכ״נ, שהרי בביהכ״נ אין נגררים אחריו. והב״ד בלקט הקמח החדש קלא, מד. אבל ראה שנות חיים קלח טעם שא״צ לתקן). ובפמ״ג קלא במ״ז ט כתב נמי שביום השביעי אומרים.
אמנם, בדרך החיים דיני נפ״א ז, וכ״כ בקיצור שו״ע כב, ה, כתבו שבבית האבל או בבית המת א״א תחנון אפילו ביום השביעי במנחה. והב״ד בכה״ח קלא, נח.  וכ״כ בקצוה״ש כד, ז. ומבואר שנחלקו עם הפמ״ג. ואכתי לא ידענא הלכתא כמאן. וראה בפתחי עולם מרבני אנ״ש קלא, טו שהב״ד הפמ״ג לדינא, ורק במוסגר הביא דעת דרה״ח.  ולכאורה נראה בטעמם, דסברי רבנן שביום ז׳ אכתי מדה״ד מתוחה בבית האבל, ולכן אין אומרים תחנון עד גמר היום. ואכן מצאתי בדרכי החיים כא, ב, שכתב שאין לומר תחנון בבית האבל אפי׳ במנחה ביום ז׳ שלא להגביר מדה״ד שם. והוא כדברינו.
אמנם, בפמ״ג שם אחרי שכתב שביום השביעי אומרים, תלה הדבר בטעם העדר אמירתו, שאם הוא מדין חג אין אומרים גם במנחה.
ולכאו׳ אפ״ל עפ״ז שכיון שאדה״ז הביא רק טעם דוהפכתי חגיכם לאבל אין לומר. אבל אינו מוכרח, בשגם שי״ל שגם בזה שייך מקצת היום, שאף שבחג ליכא מקצת ביום (וה״ט דרבא במו״ק יט, שהלכה כאבא שאול רק ביום שלשים. וראה מצבת משה מו״ק פ״ג בארץ צבי קכ. אבל ראה שו״ת באר יצחק א או״ח כג ד״ה ובאמת – מו״ק יט, ב), הרי באבלות בטל דין חג כשעבר מקצת היום, כדמוכח מאיסור מלאכה שנלמד מדין חג והותר לו אחרי מקצת היום.
ועוד ועיקר בדעת אדה״ז, שכל עניני תחנון תלויים במנהג, ולמעשה המנהג לומר במנחה. וראה כלבו על אבילות ע׳ 279 שהביא ג״כ שאומרים תחנון.
וקצת ראי׳ לדברינו, שהרי כל עיקר דין שמועה רחוקה שנוהגת יום אחד הוא מקרא דוהפכתי חגיכם והרי גם בזה מקצת היום ככולו. (ובדוחק י״ל, דלאו בכל מילי אמרינן מקצת היום שהרי אסור בתשה״מ. ויש מחמירים בקריעה. ואולי הפמ״ג בנה דבריו ע״פ הט״ז שם ט, שכתב דלפי הטעם שהוא מדין חג ״כל ז׳״. והבין הפמ״ג שבא להוסיף גם ביום השביעי אחרי התפלה. אבל אפשר שבא לשלול המנהג לומר אחרי התפלה. או שר״ל שהוא רק כל שבעה ולא יותר. גם י״ל שבא לשלול המנהג שבמנחה בכל הימים נופלים, ראה בשו״ת הריב״ש תיב בשם רב שרירא גאון. ועלה קאמר שבכל ז׳ הימים, בכל היום, דינא הכי. ולא קאי איום שביעי מנחה כשנגמרה אבלות. אלא שמסתבר שבריב״ש דיבר בהווה שהתפללו בביתו רק במנחה ובשחרית באו לביהכ״נ. וראה בתשובות ופירושי רב שרירא גאון טז. ולדברינו סרה תמיהתו של המהדיר שם). ויש לנו להביא ראי׳ מת״ב שא״א תחנון, וכתב בתניא רבתי ענין נפ״א שרק בשחרית אין נופלים ע״פ דאבל איתקש לחג, אבל במנחה נופלים. (אלא שנהגו גם במנחה). ותו, שאם נאמר שתלוי בדין חג, ולגבי זה ליכא דין שמקצת היום, צ״ע ברגל שמבטל גזירת שבעה שלא יאמרו תחנון אחרי הרגל. ולא ראינו מאן דחש לה. ועוד תיקשי שאם תלוי בטעמי העדר האמירה, מדוע נקט הפמ״ג שיאמר, דהא אכתי איכא לטעם דחג לפוטרו. ומאי חזית להעדיף טעמו של הלבוש שכתב עליו במלבושי יו״ט שם א, שבדה טעם מלבו. ועוד שבא״ר ט, הביאו הפמ״ג שם גופא, כתב שגם הלבוש ס״ל לטעם דוהפכתי חגיכם לאבל. ולהעיר שבמ״ז שם טו סיכם הנפק״מ ביו הטעמים והשמיט ד״ז. ונראה בדעת הפמ״ג, שכיון שנהגו שאומרים, העיקר כמנהג שנהגו.
ולולא דברי הפמ״ג אמינא איפכא, שאם מצד מדה״ד מתוחה אין לומר גם במנחה. אבל אם הוא מדין חג, הרי רק האבילות הוקשה לחג וכל שפקעה אבילותו ליכא דין חג. ולדברינו, נראה יותר בטעם הדרה״ח ודעמי׳ שהוא מחמת מדה״ד. וכעין מש״כ השו״מ ביוסף דעת שעו ד״ה והנה בר״ח ניסן, שאין לאבל לומר הלל בבית האבל ביום ז׳ מחמת שהנשמה עדיין אוננת שם. (ובדברי שאול שלו כתב טעם אחר, שאסור בשמחה כל היום. וראה שו״ת פרי השדה ב, קד. אבל ראה פת״ש שעו, ב בשם חמו״ד שיאמר הלל שאז אינו אבל. וכ״כ בשו״ת שאילת שלום תנינא סוסי׳ רח לומר כיון שנפסקה האבילות וליכא משום שמחה, וגם לא משום לועג לרש, שהנשמה כבר אינה אוננת שמה והלכה למנוחתה). וכעי״ז מצינו בא״ז קלג, ג, בנוגע קדימת האבל לקדיש ביום ז׳ במנחה, שאפשר שדין מתוחה עליו כל שבעה. וכ״פ המג״א קלב שהאבל קודם לקדיש עד סוף היום. (אבל ראה ביאור אחר בשו״ת כנסת יחזקאל לאחרי חלק יו״ד בד״ה עוד ראי׳ גדולה בסופו. ובשו״ת מגידות להפמ״ג קע, שיל״ע אי הנפש אוננת כל היום שהרי נוהגין לכבות הנר בשחרית. ומסיק, לומר הלל ביום השביעי אחר יציאה מביהכ״נ. (וראה דע״ק שמנחמין קודם התפלה ואח״כ אומרים הלל. וראה שו״ת צור יעקב קל, ג. ובקיצור שו״ע רז, ו חילק בין חנוכה לר״ח לענין יום השביעי. ולכאו׳ ה״ט שבר״ח הוא רק ממנהגא, והחיוב רק בתפלה, ובחנוכה הוא  דינא, והחיוב כל היום. וראה מסגה״ש שם. ולדעת אדה״ז קלא, ה בחנוכה בלא״ה חייב. ולאידך, בר״ח נמי מצותו כל היום).
ואם נאמר שהיא מחמת מדה״ד בבית האבל, עדיין אין לנו ראי׳ שבבוא האבל לביהכ״נ שלא יאמר הוא תחנון, אף שהציבור אומרים (זולת לסברת ס׳ החיים שהעיד בעצמו שלא נהגו כמותו). ואף שסתימת דבריהם שהדין שוה בכל ז׳ ימי האבילות, ואמטו להכי, כל שאין אומרים בבית האבל אין האבל עצמו אומר בבואו לביהכ״נ – אכתי יש מקום לחלק כנ״ל. ולא מצינו בשום מקום שהאבל עצמו אינו אומר בביהכ״נ ביום השביעי במנחה.
[ואגב, עוד טעם מצינו שלא ליפול מחמת שתחנונים צריכים כוונה יתירה – ראה ס׳ השולחן הל׳ תפלה שער ה – במהדורת בלוי ע׳ רפז. בשם שר שלום גאון. וגם טעם זה לא יכון ביום השביעי].
שוב עיינתי בפמ״ג. ונראה שכוונתו באו״א לגמרי. והמדפיסים, גם במהדו״ח, שיבשו הכוונה. וז״ל בשלימות ללא פיסוק טעמים, וכפי שנדפס בדפו״ר: ״ויראה דביום השביעי במנחה דמקצת ככולו אומרים תחנון ולמנצח יענך ושיר מזמור עיין מ”א אות יו”ד ולטעם חג א״א ולטעם הלבוש י”ל למנצח וכ״כ א״ר ט’ ואבל עצמו לכו״ע לא יאמר למנצח ושיר מזמור״. והנה, אם כוונתו לפי פשוטה, דקאי הכל בנוגע יום השביעי, מאי איריא דלמנצח הכא, שנאמר בעת התפלה בשחרית, וכן גם שיר מזמור לאסף שהוא קודם יציאה מביהכ״נ מיד אחרי שחרית. ובפמ״ג המבואר נדחק בזה. וגם מאי שיאטי׳ דלמנצח לדין יום השביעי, שהרי נוגע בכל ימי שבעה. ולדידי פשיטא, דתרתי קאמר, חדא שביום השביעי אומרים תחנון. ותו, ענין אחר, בנוגע לכל ימי השבעה, שדין למנצח ושיר מזמור כדין תחנון, ולטעם חג אין אומרים כולם בבית האבל אבל לסברת הלבוש אפשר לאומרם, שמדה״ד שייך רק לתחנון ממש. וכ״כ גם בשכנה״ג בהגב״י יד. וכן בא״ר שהביא הפמ״ג. והכל נהיר וצהיר ובריר, וסרו כל התמיהות.
ומכיון שכן, בנוגע לבית האבל שמפורש כתבו כמה פוסקים שלא לומר, הכי נהגינן. וכן מעשה רב בשנת תשמ״ח. אבל כשבא האבל לביהכ״נ, שלא שמענו וראינו הנהגה כזו שהאבל עצמו לא יאמר – אין להנהיג חדשות. והבו דלא לוסיף על גוף הענין שלא לומר בשביעי במנחה, דבפלוגתא תליא, והעידו הפוסקים שהמנהג לומר. וקשה הדבר לומר שיו״ט שלו הוא. ומילתא דתמיהא הוא שהאבל מתפלל כש״צ, וכבר גמרו ימי אבלותו, ואינו אומר תחנון, והציבור אומר. וזו לא שמענו. (משא״כ בהיותו בביהכ״נ במשך השבעה. וראה שו״ת מנח״י ח, כט בנידון דידי׳, שישלח אחר במקומו). ובהיות וכל עניני תחנון תלויים במנהג, והמנהג שבאבל מתפלל במנחה כש״צ כל התפלה, לרבות תחנון, הכי נקטינן.
[ויתר על כן שגם בבית האבל, מקום לספק, גם לדרה״ח ודעמי׳, שבזמננו הרבה פעמים אינו מקום שנפטר שם או שהביאו הנפטר לשם אחרי פטירתו, והוא בית האבל רק מחמת האבלים. והרי נגמרה אבלותם, ומ״ט נבטל מאמירת תחנון בכדי].
ויש להמתיק הענין, שהרי נהגו שא״א תחנון בבית האבל גם כשאין האבל שם, (ודלא כבאה״ט קלא י בשם הט״ז, וכ״ה במקו״ח לחו״י ועוד. וכ״כ חידושים וביאורים להגרא״ז מרגליות, הביאו בהערות הגרא״ד לאוואט על שו״ע אדה״ז קלא, ד,נדפס בהוספות לשו״ע אדה״ז) אם הוא מקום שמת שם, ועל כרחך הטעם כשאין אבל מחמת גוף בית האבל, שהנשמה משוטטת שם ושמדה״ד מתוחה – ראה מלבושי יו״ט א. א״ר ט. שלחן גבוה שפד, יא. וראה גם שו״ת לב חיים ג, מז. ברכות מים מיוחס קלא ד״ה איבעיא להו. פקודת אלעזר קלא, ד. וטעם זה שייך גם כשפקעה האבילות. אבל האבל עצמו נפטר רק מדין חג, וכשנגמרה האבילות בטל דין חג.
וראיתי למי שהעתיק מקצוה״ש שם שכשבא האבל לביהכ״נ ביום השביעי במנחה, האבל אינו אומר אבל הציבור אומר. ולא תפס, דלא קאי בענין זה איום השביעי. והעתיק מדרה״ח ומהקיצור שו״ע בנוגע כללות הענין כשבא האבל לביהכ״נ."
" Can my brother-in-law stay over for a few days if my husband is out of town? My adult son lives with us.
My husband is out of town. My adult son lives with us. My brother-in-law wants to visit for a few days. Will there be any issue with Yichud? Will it be necessary for my other adult son to come over and stay overnight as well?","
There will not likely be an issur yechidus in this case because your sons can sleep at home while you entertain him during their own house hours – when they would usually wake up or go back asleep anyway; but we should make sure that he doesn’t enter into his room after dark without one being awake inside too until morning light appears outside again even though no actual sleeping takes place then either since most people get ready early enough before sunrise so those who do want some rest have already done","
Yes, it would be necessary for your other adult son to come and stay over at night."
 I have Smicha for shchitah and I go practice at a non-kosher market. Chickens will be used for treif only. Do I make a bracha before shechting? ,"
No.
You may not do so even if you know that it is being done in order of kosher animals first etc… because there’s no guarantee about what they did with those chickens or who slaughtered them after your turn came up on their list; perhaps some were already cut into pieces by then! Additionally since he does this frequently – many times throughout his day- one should assume all sorts out come under “treife” regardless how often/first time/middle/end whatever other factors could influence whether its","If the chickens will be kosher to eat (in other words, the knives will be checked, and they will be checked for treifos, or they could be checked because there’s someone there that knows to check them), and it is technically possible for you to change your mind afterwards and eat them, you should make a brachah, even if you’re initially shechting for goyim."
" Is one permitted to say Tehillim in פסוקי דזמרה, or while waiting for the ש”צ before/after ישתבח?","
One may not recite any psalm unless it is part of Shema Yisrael. See here.
However there’s no issue with saying Hashem HU HaElokim when he says “Hashraeei Elokeinu”. See more about this topic: Here
Regarding Psalms that aren’t from Sefer Dovid – see below and also attached document regarding davening without Kavanah etc… 
Source :
Tzitz Eliezer Volume G number T","No, as it isn’t part of the set template of davening.
See also here and in the sources quoted:
Can I Learn (verbally?) Between Yishtabach and Kaddish?"
" What are the guidelines that would make a concert “kosher”?
My children like music. They express interest in attending concerts. I only feel comfortable if there is no mixed seating. Even if there isn’t mixed seating, something about it just doesn’t sit right.
I was recently at a concert for the first time. There was an option for separate seating, which we chose. Women were singing along all together out loud, some were dancing. There was no mechitza. I did not feel comfortable with it. But maybe there is a heter for this as the room is dark, and its many girls singing together?… and maybe according to the basic halacha it is ok? and just if you want to be extra stringent it’s a problem?
Am I being overly machmir with my sense of discomfort?
It seems every day there is another concert popping up somewhere and it would be helpful for me to know what Halacha say about this, in case an opportunity arises again in the future.
What are the guidelines that would make a concert “kosher”?","
The main issue here will depend on whether one can consider these events similar or different from those described by R’ Moshe Feinstein zt’l who permitted them under certain conditions see: http://www.asktheladover.com/2011-questions-and-responses.html#Question%20No.%20313
If they’re considered more lenient than his examples then perhaps your concern could apply even when women sing separately etc., but since he didn׳ts opinion holds sway amongst most contemporary","
Please see here:
Are men and women allowed to sit together? (At a concert, event, etc.) 
Specifically, regarding concerts, note the following answers from the Rebbe:
1.
In 5748, HASC planned its first “A Time for Music” benefit concert and invited MBD to perform. He agreed on condition that the performance will have separate seating across the whole hall, but the organizers were worried that such an arrangement will cause many people to avoid the concert. MBD offered to go with them to “Sunday Dollars” by the Rebbe and ask the Rebbe for a blessing, asking that the concert be successful despite the separate seating.
The next Sunday the HASC organizers arrived in 770 together with MBD, and after MBD introduced them to the Rebbe he mentioned that they agreed to make the concert with separate seating, and they want a blessing for success. The Rebbe gave them a blessing and the preparations for the concert began.
A few days before the concert was due to take place the organizers were worried, very few tickets were sold, and people said it was because of the separate seating. One of the organizers came up with an idea, to have mixed seating but call it “Family Seating,” thus skirting the Halachic requirement for separate seating. But MBD was steadfast in his refusal and asked the organizers to write to the Rebbe about the problems and their idea. The Rebbe replied:
כל הנ”ל אינו משנה את השולחן ערוך, ברכה והצלחה
2.
Printed in Dvar Melech 5759 Page 127 Published by Uforatzta 
 למה ידחו ח”ו ודאי דיראת שמים – (ודכל הנוכחים שי’) – מפני ספק דממון דאחדים שי’?!
 The negative impact on the Yiras Shamayim of anyone participating in a mixed event is definite; while the loss of money caused by making a separate seating event, is not definite.
3.
Rabbi Groner A”h relates:
יש ארגון חרדי בברוקלין, העורך פעם בשנה ‘קונצרט חזנות’. באחת השנים הזמינו את ר’ אברהם הכהן שיחי’ פריד שיופיע אצלם, והסכים בתנאי שיפרידו בין הגברים והנשים (ישיבה בטורים נפרדים, ללא מחיצה).
הם טענו שזה יכול לגרוע במספר המשתתפים, ופנו לרבי.
המענה שקיבלו היה: התערובות – איסור ודאי, הגרעון – ספק, ואין ספק מוציא מידי ודאי
וכן עשו. ובאותה שנה היה להם מספר גדול יותר של משתתפים
 התקשרות גליון 641
4.
 אגרות קודש כרך ט
 ב’תרכג
ב”ה, אדר”ח אייר, תשי”ד
ברוקלין.
שלום וברכה!
אין צוזאמענהאנג מיט די פערשידענע קלאנגען וועלכע האבען דערגרייכט צו מיר און וועלכע וואונדערן מיר זייער, איז ניט רעכענענדיק זיך מיט מיינע פילע טרדות, שרייב איך די פאלגענדע שורות.
לויט ווי מען האט מיר איבערגעגעבען (און וואס איך האף אז סוף כל סוף וועלען זיי זיך ארויסווייזען פאר ניט ריכטיג) אז אייער משפחה איז מען געגען איינארדנען די חתונה פון אייער טאכטער… לויט דער פאדערונג פון שולחן ערוך אז עס מוז זיין א מחיצה בעת דער חתונה צווישען מענער און פרויען.
וויל איך דערמיט ערקלערין אייך דעם מצב לויט ווי איך זעה עם. און דאס איז פאלגענדעס:
ווען מען ארדענט איין א חתונה מיט א מחיצה לויט ווי עס פאדערט תורתנו הק’, פסק’נט די תורה אז מען זאל זאגען “שהשמחה במעונו” ד.ה. אז ווען מען דערמאנט דעם אויבערשטענס ברוך הוא נאמען דערמאנט מען עם אז עס זאל זיין שמחה און ממשיך זיין דאס אין וועלט און צום אלעם ערשטען צו דעם חתן און די כלה.
זיכער איז איבעריג צו באשרייבען וואס האט פאסירט אין די לעצטע יארען אין דער וועלט אין אלגעמיין און בא אידען בפרט, און אויב אין אלע צייטען האט מען געמוזט אנקומען צו הקב”ה פאר ברכה והצלחה און נאך מער צו א געזונטען און פרייליכען לעבען, איז אין אונזער דור איז דאס נאך פיל מער נויטיגער, און דער איינציגער וועלכער קען דאס באווארענען איז דאס דער וועלכער איז דער בעל הבית פון דער גאנצער וועלט הוא הקדוש ברוך הוא.
זיינער צייט ווען הרה”ח… שי’ האט מיר געפרעגט מיין מיינונג וועגען דעם שידוך און ווען עס איז אנגעקומען צו מיר אייער אנפראגע אין דעם, האב איך געפונען פאר מיין פליכט און זכות צו באווארענען אז ווען אייער טאכטער און הרב… שיחיו הויבן אן א צוזאמענלעבען, זאל דאס זיין אין א אופן וואס מען קען ערווארטען די מאקסימום ברכות פון השי”ת, אז זיי זאלען האבען א געזונטע פרייליכע הויז, וואס ווי געזאגט האט מען אויף דעם א צושטימונג פון תורתנו הק’ ווען מען קען זאגען בא דער חתונה שהשמחה במעונו, און אז די תורה פסק’נט אפ אזוי, און ניט אנדערש, איז זעלבסט פארשטענדליך אז קיינער קען דאס ניט ענדערען. און דעריבער האט מיר געוואונדערט, אז עלטערען וועלכע טוען אלץ אז קינדער זאלען זיין גליקליך, אין דעם וואס ווענדעט זיך נאר אן זיי, זאלען גאר וועלען אנווענדען כחות ניט צו דערלאזען, אז בא אייער טאכטער’ס חתונה זאל זיין שמחה, וואס בדרך ממילא פעלט דאס ח”ו דערנאך אין זייער לעבען, ר”ל.
חתונה האט מען בכדי צו בויען א הויז אויף צענדליגער יארן איז רעכט בא עלטערען צו ריזיקירען דאס וואס עס רירט אן דער טאכטער אויף צענדליגער יארען, בכדי אז אויף די פאר שעה וואס עס געדויערט די חתונה, געפעלען ווערען פאר די מענשן וועלכע ווייסען ניט די דינים פון שולחן ערוך אדער וועלכע רעכענען זיך ניט מיטן שולחן ערוך, אדער פאר די לייכטזיניגע וועלכע בא זיי איז רעכט ריזיקירען א זאך פון צענדליגער יארען צוליב א מאמענטאלען געדוכטען פארגעניגען. און עס וואונדערט מיר פון וואנען נעמט זיך בא עלטערען אזא ברייטקייט, צו נעמען אויף זיך אזא פאראנטווארטליכקייט.
עס איז ניט מיין ענין צו שיקען פאליס צווינגען טאן ווי מיין מיינונג איז, עס איז ניט מיין ענין צו נייטען מענשן בכלל, טאן לויט מיין מיינונג, און עס איז אויך ניט מיין ענין צו זאגען שווערע ווערטער, און דעריבער וויל איך שליסען מיין בריף צו ריידען נאר אין דער גוטער זייט. אז ווען איך האב געגעבן מיין הסכמה אויף דעם שידוך בין איך געווען זיכער אז אויך די עלטערן פון זייער זייט וועלען טאן אלעס וואס עס ווענדעט זיך נאר אן זיי, אז זייער טאכטער און צוקונפטיגער איידים זאלען זיין פארזיכערט אויף וויפיל עס לאזט זיך נאר אויף די צענדליגער יארען וואס זיי וועלען זיין צוזאמען, און זעלבסט פארשטענדליך אז עס וועט ניט פארנעמען קיין ארט דאס וואס אירע חבר’טעס וועלען יע זיין צופרידען אדער ניט צופרידען, אויב נאר די תורה הק’ וועט זיין צופרידען פון אזא סדר בא דער חתונה, און נעמענדיג דאס אין חשבון האב איך געגעבען מיין הסכמה אויף דעם שידוך, און ווי געזאגט פריער, אויב מען וויל אויף א אמת אז בא דער חתונה זאל די תורה הק’ פסק’נען אז מען קען זאגען שהשמחה במעונו און דורך דעם זאל מען דערנאך זיין צופרידען דעם גאנצען לעבען, זאגט דער שולחן ערוך* אז די חתונה דארף זיין מיט א מחיצה.
בברכה,
בשם כ”ק אדמו”ר שליט”א
מזכיר
נ.ב.
איך גיב איבער צו הרב… שי’ אז ער זאל זיך מער ניט מישען אין דער פראגע פון דער מחיצה, און אויב בא אייגענע עלטערען קומט אויס אז זיי האבען ברייטע פלייצעס און קענען איינשטעלען שמחה-לעבען פון זייער טאכטער תחי’ אויף זייער אייגענע אחריות אנדערש ווי עס שטייט אין שולחן ערוך, קען איך ליידער צו דעם גארניט טאן.
איך ווייס אויך אז עס זיינען געווען פילע חתונות און אויך פון פרומע און ליידער אן מחיצות, אבער איך ווייס אויך די צרות וועלכע זיינען ליידער געקומען שפעטער, און השי”ת זאל אייך בענטשען אז איר זאלט שטענדיג קענען אנזאגען נאר גוטע בשורות סיי בגשמיות און סיי ברוחניות.
האגרת שלפנינו נדפסה בלקו”ש ח”ט ע’ 332, והושלמה ע”פ העתק המזכירות.
*) ב”ח ובית שמואל – בשו”ע אה”ע סימן ס”ב סקי”א ומ שכתב בלבוש (במנהגים סוף חלק אורח חיים) דדמיי כקאקי חיוורי – בעוונותינו הרבים רואים אשר, לעת עתה אין הדבר כך."
" Can an Avel, who has Yartzeit on Chanukah lead the Minyan with Hallel?","
Yes. However he should not be in charge of lighting Shabbos candles.
ראה שו”ת כנסות אדמשלין בחי’ העב – מ-13  ל:17; 
See also here for more information about this topic and other issues related specifically during Channuka time that can occur when one is mourning or observing yahrzheit etc…. See especially section G which discusses what happens if there’s","An ovel in Shiva may certainly not lead Hallel on Chanukah, even if he has Yartzeit.
Even an ovel during the twelve months since the passing of a parent, should not lead Hallel on Chanukah, but should return to the amud right after Hallel.
The same applies to Rosh Chodesh, but not to Yom Tov or Chol Hamoed, in which case he should stay at the amud for Hallel."
" Is a woman obligated in Melava Malka? Will she have Techiyas Hameisim if she doesn’t?
Regarding the Luz bone needed for Techiyas Hameisim, it is known that eating Melava Malka only by washing for bread will one be zoche for Techiyas Hameisim. Is this strictly for men, or also for women? How much bread? and I was told also a hot drink.
What exactly is the amount you need to eat, and does it apply to women and children? If one does not wash, does it mean one won’t be zoche for Techiyas Hameisim?","
A man must make sure he eats at least as many Kebeitzahs of Challot with wine on Shabbos night which would add up to about an ounce weight each time adding together all their weights being around half pound total so approximately.5 pounds but they should try making more than double what’s necessary because there might still remain some left over after Yom Tov ends when no longer applicable; however since we do know from our custom how little people usually consume even though trying very","
There is a debate whether women are obligated in Melava Malka. According to most authorities they should observe it. Indeed, it considered a segulah for women for easy birth. Likewise, children should be trained in this important mitzvah too.
The luz bone reason applies to women too. However, understandably, one should observe these laws independent of the techiyas hameisim aspect.
Similarly, it would seem that even if someone follows the position of fulfilling this mitzvah through cake or fruit, they will merit the Resurrection. But again, one should observe these laws properly, regardless of this aspect.
Ideally, one is to wash and eat at least a kezayis of bread. It is recommended also to eat hot food or drink.
On the other hand, it isn’t accurate to say the reverse that if one does not eat Melava Malka they will not have techiyas hameisim."
Would my wife be able to light Shabbos candles and then drive to Mikvah to save herself half of the walk?,"
Yes. The issue is that lighting would have been done in public.
However if she lights it with her head covered or not visible from outside this should work out fine as long you do so when there’s no one around – even just walking by on your way home isn’t an example where people pass through regularly enough for concern about being seen to make such distinction necessary). See also here: 
If however someone will see me I can only go back inside after he leaves?
See more questions related","
There are a number of options. We will list them, in order of priority, the first being the best choice:
The husband only lights the candles. He must be mekabel Shabbos within 10 minutes of candle lighting.
The wife may – in addition to the husband’s lighting – light in the mikvah, or somewhere near the mikvah, provided someone will use the candles for eating purposes there.
She may light candles at home and make a stipulation not to accept Shabbos. She or her husband would still have to accept Shabbos within 10 minutes of lighting."
" Is there a problem with sitting on a table?
I know it is said that Shulchan dome li’Mizbeach but I teach and therefore I spend a good amount of time during the day standing.
To rest my legs and avoid pains I sit on the tables of the kids that are next to me.
Is there a real problem with that?","
There should be no issue in this matter. This can also apply when teaching children who have desks around them or even if they’re not seated at all as long he’s still able-bodied enough for his own education needs which were mentioned above i.e., being near him so you could explain something etc.. The fact does remain though we would need some sort oof explanation from one side why she has an option here since these things aren’t common practice among many people especially teachers whose work places require such","
This should not be done."
" Does bread need to be properly sealed when delivered by a non-Jew?
Hi, I learned that bread is one of the foods that needs a seal when delivered by a non-Jew. If so, is it permitted to buy kosher pas yisroel bread in non-Jewish stores (Trader Joes, Walmart) if the package is not sealed and just twist-tied or clipped with a “bread clip” (like in the attached picture)?
Also, what about ordering a delivery of such bread from these stores, when the delivery person isn’t Jewish?","
Bread does indeed require proper sealing.
However there’s an exception for food which has been packaged as part of its original packaging – like bottled water etc., but this doesn’ apply here since you’re referring specifically regarding baked goods sold on shelves without any special wrapping around them before they were purchased at those places
The second point mentioned above: Since he/she may have handled other products alongside your ordered product while delivering all orders together within his/her truck… This would make him unkosher too even","
You may buy such bread in the store, after verifying with the hechsher that it has arrived there in a kosher manner. However, you should avoid getting such bread delivered to you from the store, unless the bags are tied, or the delivery box is sealed."
